,date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,company,review_title_None,cons_use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal,pros_None,advice_to_mgmt_mandating disability leave force employee workplace illegal mandating disability leave force employee workplace illegal
2130,Fri Jun 07 2019, Mid,,Current Employee ,,0,,bad timing right holidays wan't popular advice management continue diversify workforce remote work working well departments keep,continue diversify workforce remote work working well departments keep,4.0,5.0,5.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Pitney Bowes,0.0,-0.2805,0.0,0.2732
2131,Fri Apr 12 2019, Logistics Coordinator,"Omaha, NE",Former Employee ,,0,,numerous dot violations immaturity racism common training drivers field lacking experienced trainers,,2.0,3.0,1.0,3.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Pitney Bowes,0.0,-0.8176,0.0,0.0
2132,Thu Mar 14 2019,Anonymous,"Appleton, WI",Current Employee ,discrimination discrimination,1,,,,3.0,5.0,5.0,,,,Doesn't Recommend,Negative Outlook,No opinion of CEO,Pitney Bowes,0.0,0.0,0.0,0.0
2133,Sun Feb 17 2019, PRESORTER,"Saint Louis, MO",Former Employee ,,1,,awful pay warehouse employees better stop treating production team like slaves especially black people 1,awful pay warehouse employees better stop treating production team like slaves especially black people,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Pitney Bowes,0.0,-0.0516,0.0,-0.0516
2134,Sat Sep 15 2018, Regional Sales Director,"Traverse City, MI",Current Employee ,,0,agile work environment unlimited earnings good benefits constant change diversity welcome,,,4.0,3.0,4.0,4.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,Pitney Bowes,0.0,0.0,0.8176,0.0
2135,Tue Jun 05 2018,Anonymous,,Current Employee ,,0,great benefits great people strong brand history development growth potential focus diversity inclusion lots programs less tenured employees,,,3.0,4.0,2.0,4.0,5.0,2.0,Recommends,Neutral Outlook,Approves of CEO,Pitney Bowes,0.0,0.0,0.9493,0.0
2136,Sat Dec 16 2017,Anonymous,"Danbury, CT",Former Employee ,,2,nice atmosphere diversity employees cafeteria premises pay competitive therapist gym nutritionist,,,4.0,4.0,4.0,4.0,5.0,4.0,Recommends,,Approves of CEO,Pitney Bowes,0.0,0.0,0.4767,0.0
2137,Sun Aug 28 2016,,, ,,0,broad diversity opportunities available depending hard interest pushing,,,5.0,3.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Sempra Energy,0.0,0.0,0.6369,0.0
2138,Fri Jul 08 2016,,"San Diego, CA"," in San Diego, CA",,0,elsewhere across us match support diversity workplace genuinely live organizations tick wave hand creating harassment free inclusive workplace great facilities downtown office hq building geared,,,5.0,5.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,Sempra Energy,0.0,0.0,0.9001,0.0
2139,Tue Feb 18 2014, Journeyman Lineman,"San Diego, CA",Current Employee ,,3,,long history racism against african american employee's hr policies haven't revised early 90's long history racism against african american employee's hr policies haven't revised early,,1.0,2.0,1.0,3.0,5.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Sempra Energy,0.0,-0.8481,0.0,0.0
2140,Sun Feb 23 2014, Engineer,,Current Employee ,,0,example first companies offer health care sex partners,,,4.0,4.0,5.0,4.0,5.0,3.0,Recommends,Neutral Outlook,Approves of CEO,Cabot,0.0,0.0,0.4939,0.0
2141,Tue Sep 29 2020, Senior People Business Advisor,,Current Employee ,,0,employees whatever support diversity inclusion initiatives genuine minority not employees whatever support diversity inclusion initiatives genuine minority not,,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,ResMed,0.0,0.0,0.1134,0.0
2142,Fri Jul 19 2019, Electro,"Lithia Springs, GA",Current Employee ,,5,,heard complaints things not changes sexism high atl facility need diversity cultural sensitivity training like entire company misleading new hire not equality technicians engineers warehouse associates mgrs not equality technicians engineers warehouse associates mgrs opportunities career advancement • proud diversity inclusion atlanta know always work,,3.0,3.0,2.0,2.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,ResMed,0.0,0.4215,0.0,0.0
2143,Sat Jan 27 2018,Anonymous,,Former Employee ,,27,,truly care people take pride diversity level talent organization hire,,2.0,3.0,2.0,2.0,2.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,ResMed,0.0,0.8834,0.0,0.0
2144,Mon Oct 16 2017,Anonymous,"San Diego, CA",Current Employee ,,24,,work life balance person responsible initiative leaves company diversity inclusion lead removed quit going get balance person responsible initiative leaves company diversity inclusion lead removed quit going get worst employee,,2.0,1.0,2.0,2.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,ResMed,0.0,-0.128,0.0,0.0
2145,Tue Jul 25 2017, Product Manager,"San Diego, CA",Current Employee ,,11,,mobility not growth strong 11 person working group diversity inclusion actively looking ensure diversity growth strong 11 person working group diversity inclusion actively looking ensure diversity thought diversity,,3.0,2.0,3.0,4.0,5.0,5.0,Doesn't Recommend,Positive Outlook,Approves of CEO,ResMed,0.0,0.8694,0.0,0.0
2146,Tue Sep 27 2016,Anonymous,"San Diego, CA",Current Employee ,,3,,lack leadership failure properly pay employees maternity leave extremely rude disrespectful human resources payroll department fraternization amongst,,1.0,3.0,1.0,1.0,2.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,ResMed,0.0,-0.8588,0.0,0.0
2147,Wed Dec 16 2015," Director, Corporate Communications","San Diego, CA",Current Employee ,,0,feel genuine fondness people privilege working serving,,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,ResMed,0.0,0.0,0.7184,0.0
2148,Wed Nov 25 2015, Marketing Communications,"San Diego, CA",Current Employee ,,14,got paid maternity leave look forward overall benefits,,,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,ResMed,0.0,0.0,0.34,0.0
2149,Wed Jan 23 2013, Wouldnt You Want to Know,"San Diego, CA",Former Employee ,,5,,lateral also company not employ minorities unless customer service warehouse operations etc,,1.0,4.0,1.0,1.0,5.0,1.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,ResMed,0.0,0.0,0.0,0.0
2150,Sat Oct 05 2019, Technical Support Specialist,"Johnson City, TN",Former Employee ,,1,,joke start temp make sexual harassment claim longer needed” motto family first” u,,1.0,1.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,A.O. Smith,0.0,-0.3182,0.0,0.0
2151,Sun Mar 17 2019, Clamp Truck Operator,"El Paso, TX",Current Employee ,,1,,favorites jot consider black sheep management poor unorganized expect 100,,3.0,1.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,A.O. Smith,0.0,-0.0772,0.0,0.0
2152,Tue Jun 19 2018, Network Engineer,"Ashland City, TN",Former Employee ,,7,,companies keys success referencing father start dollar general hard worker,companies keys success referencing father start dollar general hard worker,4.0,4.0,5.0,3.0,5.0,2.0,Recommends,Positive Outlook,No opinion of CEO,A.O. Smith,0.0,0.5106,0.0,0.5106
2153,Sun Jan 17 2021, Senior Specialist,"Pittsburgh, PA",Current Employee ,,0,benefits decent pay flexibility work life balance diversity inclusiom,years working us citizens believe power diversity inclusion strive create environment equality working us citizens believe power diversity inclusion strive create environment equality,years working us citizens believe power diversity inclusion strive create environment equality working us citizens believe power diversity inclusion strive create environment equality,5.0,3.0,5.0,5.0,2.0,5.0,Recommends,Positive Outlook,Approves of CEO,Citizens Financial Group,0.0,0.4939,0.5574,0.4939
2154,Tue Jan 12 2021, Personal Banker,"New York, NY",Former Employee ,,0,,dealt lot discrimination advice management diversity training must citizens response dealt lot discrimination advice management diversity training must citizens response january 25 2021 – dealt lot discrimination advice management diversity training must citizens response,diversity training must citizens response january 25 2021 –,3.0,3.0,1.0,1.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO,Citizens Financial Group,0.0,0.0,0.0,0.0
2155,Thu Jan 14 2021, Inventory Control Specialist,"Leesburg, VA",Current Employee ,,3,,old white men women delegated assistant positions company black employees non existent management gaslighting entry level employees not giving essential employees stake nepotism leads lack diversity positions value check org chart company,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Stryker,0.0,-0.2349,0.0,0.0
2156,Tue Dec 08 2020, Onsite Specialist,,Current Employee ,,1,,long hours management career advancement lack training lack diversity inclusion advice management company lacks diversity management benefits nothing challenge mind company not inclusion diversity certain demographic look certain demographic look market certain races 1,company lacks diversity management not equipped skills lead nor inform benefits nothing challenge mind company not inclusion diversity certain demographic look certain demographic look market certain races,2.0,1.0,1.0,1.0,1.0,4.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Stryker,0.0,0.0423,0.0,-0.0052
2157,Fri Apr 17 2020,Anonymous,"Denver, CO",Former Employee ,,0,,going 2020 proved challenging series unprecedented black swan events created volatile market executive team worked,going 2020 proved challenging series unprecedented black swan events created volatile market executive team worked,4.0,5.0,3.0,3.0,5.0,3.0,Recommends,Negative Outlook,Approves of CEO,DCP Midstream,0.0,0.3818,0.0,0.3818
2158,Mon Apr 27 2020, Senior Engineer,"Denver, CO",Current Employee ,,2,,years unfortunately 2020 proven incredibly challenging series black swan events created volatile market others,,2.0,3.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,DCP Midstream,0.0,0.1263,0.0,0.0
2159,Sun Jun 30 2019, Manager,"Houston, TX",Current Employee ,,11,,oxymoron takes information documents issue sends black hole taking 2 3 days even somebody reach,,2.0,3.0,2.0,2.0,3.0,3.0,Doesn't Recommend,Neutral Outlook,Approves of CEO,DCP Midstream,0.0,-0.1027,0.0,0.0
2160,Fri Oct 05 2018,Anonymous,,Former Employee ,,7,,toxic send toxicity ranks systemic harassment retaliation back stabbing bad mouthing levels organization,,1.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,DCP Midstream,0.0,-0.7906,0.0,0.0
2161,Sat Aug 12 2017, I&E Specialist,,Former Employee ,,5,,way gps management black mail safety every month publicly talk monthly,,1.0,1.0,1.0,2.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,DCP Midstream,0.0,0.4215,0.0,0.0
2162,Mon Sep 30 2019, Banker,"Fairfield, CT",Former Employee ,,0,,low pay not easy sexist work environment high sales focus advice management great starting job it’s,,3.0,4.0,3.0,3.0,3.0,3.0,Recommends,Positive Outlook,,People's United Financial,0.0,0.05,0.0,0.0
2163,Tue Mar 27 2018, Customer Service Representative,,Former Employee ,,1,,management branch manager trainings closer monitoring branches avoid sexual harassment nepotism 1,branch manager trainings closer monitoring branches avoid sexual harassment nepotism,2.0,4.0,3.0,1.0,,,,,,People's United Financial,0.0,-0.6908,0.0,-0.6908
2164,Thu Aug 20 2015, Customer Service Associate,"Newburgh, NY",Former Employee ,,1,,instead make call insurance company unpaid disability leave replace job someone else instead make call insurance company unpaid disability leave replace job someone else,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,People's United Financial,0.0,-0.1027,0.0,0.0
2165,Tue May 14 2013,Anonymous,,Current Employee ,,1,401k 4 employer match pto 12 paid holidays disability benefits employee discounts benefits 401k 4 employer match pto 12 paid holidays disability benefits employee discounts benefits,,,3.0,4.0,3.0,3.0,4.0,2.0,Recommends,Neutral Outlook,No opinion of CEO,People's United Financial,0.0,0.0,0.9274,0.0
2166,Thu Sep 08 2016, Manager,,Former Employee ,,1,,long time senior managers gossip employees like high schoolers disgusting i've heard racist hateful remarks colleagues regularly personally addressing behaviors,long time senior managers gossip employees like high schoolers disgusting i've heard racist hateful remarks colleagues regularly personally addressing behaviors,1.0,2.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,People's United Financial,0.0,-0.8689,0.0,-0.8689
2167,Fri Jan 08 2021, Sous Chef,"Springfield, MA",Former Employee ,company refuse call human resources involve complaints harassment,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Aramark,-0.8126,0.0,0.0,0.0
2168,Wed Nov 29 2017, IT Supervisor,"San Juan, PR",Current Employee ,,0,left company came back sense inclusion extended family feel popular group,,,5.0,5.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Popular,0.0,0.0,0.4215,0.0
2169,Wed Nov 29 2017,Anonymous,"Puerto Rico, Caquetá",Current Employee ,,0,,limited advice management look opportunities markets hispanic influence,look opportunities markets hispanic influence,5.0,5.0,5.0,4.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO,Popular,0.0,0.1779,0.0,0.3818
2170,Thu Aug 13 2020, Manager,"Miami, FL",Former Employee ,,16,,wiser board passive weak diversity clear black people position entry level strategy like looking remain leaders none wiser board passive weak diversity clear black people position entry,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,World Fuel Services,0.0,0.3442,0.0,0.0
2171,Tue Jul 14 2020,Anonymous,"Red Bank, NJ",Former Employee ,racist co workers,7,,chauvinistic racist bigoted co workers managers unprofessional job related education opportunities advice,,1.0,1.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,World Fuel Services,-0.6124,-0.6908,0.0,0.0
2172,Tue Jun 23 2020, Director,"Miami, FL",Former Employee ,,12,,important address unfair review addressing serious issue race employment opportunity contrary anonymous allegation post strong culture embraces diversity prohibit not tolerate racial discrimination hiring promotions employee terminations talent related decisions strong culture embraces diversity prohibit not tolerate racial discrimination hiring promotions employee terminations talent related decisions,,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,World Fuel Services,0.0,0.9081,0.0,0.0
2173,Tue Mar 31 2020, Recruiting Manager,"Miami, FL",Former Employee ,,11,,team represents employees fairly women leadership african americans senior leadership team also need servant leaders,team represents employees fairly women leadership african americans senior leadership team also need servant leaders,2.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,World Fuel Services,0.0,0.0,0.0,0.0
2174,Mon Mar 02 2020, IT Help Desk,,Former Employee ,,5,,sub par pay unequal pay major gender pay gap advice management co workers talk,,1.0,3.0,1.0,1.0,1.0,1.0,Doesn't Recommend,,,World Fuel Services,0.0,-0.5965,0.0,0.0
2175,Fri Jun 07 2019,Anonymous,,Former Employee ,,8,,positive way e working get better benefits work home policy maternity leave overall cost health insurance hr teams disbursed rarely,,2.0,4.0,1.0,3.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,World Fuel Services,0.0,0.836,0.0,0.0
2176,Thu Feb 21 2019, Senior Analyst,"Miami, FL",Former Employee ,,6,,browsing news websites culture lots chiefs condescension inclusion respect especially not part management advice management develop,,4.0,4.0,3.0,3.0,4.0,3.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,World Fuel Services,0.0,0.4767,0.0,0.0
2177,Sun Aug 30 2020,Anonymous,,Current Employee ,,4,,upward mobility hires come outside company silicon valley high turnover burnout engineers projects fail minor internal battles lack resources bonus tied earnings never keep morale low incentive successful company hires diversity merit advice management travel outside bubble 4,,1.0,3.0,2.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,CDK Global,0.0,0.7196,0.0,0.0
2178,Fri Jan 25 2019,Anonymous,"Detroit, MI",Former Employee ,,14,,actuality don't hold employees accountable preventing harassment discrimination work place bring expect actuality don't hold employees accountable preventing harassment discrimination work place bring expect groups actuality don't hold employees accountable preventing harassment discrimination work place bring expect plan crm breaking point blatant racism addressed tout business resource groups,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,CDK Global,0.0,-0.9468,0.0,0.0
2179,Tue Oct 16 2018, Web Design Specialist,"Detroit, MI",Former Employee ,,55,,hr complaint filed against favorite employees making racist comment needless say victim contractor definitely,,1.0,2.0,2.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,CDK Global,0.0,-0.3818,0.0,0.0
2180,Fri Sep 21 2018, Content,"Detroit, MI",Former Employee ,,33,,make manager breakfast refer mother not exaggeration rewarded promotions content department several years provided strictly orally rampant racism found know look clear psychological,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,CDK Global,0.0,-0.6283,0.0,0.0
2181,Thu Jun 28 2018,Anonymous,,Current Employee ,,2,good place competitive benefits esp 401k company not tolerate harassment i've seen naughty people fired,,,4.0,5.0,5.0,5.0,4.0,5.0,Recommends,Neutral Outlook,Approves of CEO,CDK Global,0.0,0.0,0.6652,0.0
2182,Thu Jun 14 2018,Anonymous,"Hoffman Estates, IL",Current Employee ,,25,,pay trying send everything offshore disaster diversity senior level tons projects qualified resources advice,,1.0,2.0,2.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,CDK Global,0.0,-0.6705,0.0,0.0
2183,Thu Dec 14 2017, Senior Software Engineer,"Seattle, WA",Current Employee ,,7,,not limited following management abuse power b discrimination toward women tech roles people disabilities wheelchair autism add etc not limited following management abuse power b discrimination toward women tech roles people disabilities wheelchair autism add etc don't block vps hr middle management need take sexual harassment discrimination complaints seriously means proactive something,vps hr middle management need take sexual harassment discrimination complaints seriously means proactive something vps hr middle management need take sexual harassment discrimination complaints seriously means proactive something don't block vps hr middle management need take sexual harassment discrimination complaints seriously means proactive something,3.0,4.0,1.0,3.0,3.0,1.0,Recommends,Positive Outlook,Disapproves of CEO,CDK Global,0.0,-0.8677,0.0,-0.8978
2184,Wed Nov 01 2017, Client Technical Analyst,"Norwood, OH",Former Employee ,,17,,hold back don’t get ahead it’s rat race number game company less,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,CDK Global,0.0,0.0772,0.0,0.0
2185,Fri Jul 15 2016, Full Time Employee,"Seattle, WA",Current Employee ,,15,,boy old corporate operations imbalanced scheduling privileges lots associates privilege homeshoring campus also get,,2.0,1.0,1.0,2.0,2.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,CDK Global,0.0,0.6249,0.0,0.0
2186,Wed Oct 21 2020, EUC Administrator,"Montvale, NJ",Former Employee ,,0,,cant think anything diversity advice management not closed montvale office western,,5.0,5.0,5.0,2.0,5.0,5.0,Recommends,Positive Outlook,No opinion of CEO,Western Union,0.0,0.0,0.0,0.0
2187,Thu Sep 24 2020, Senior Applications Developer,,Former Employee ,,3,,hear cons experienced passionate diversity inclusion strive provide opportunities equally across organization,,3.0,3.0,2.0,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Western Union,0.0,0.7184,0.0,0.0
2188,Fri Jun 21 2019,,, ,,0,,ant learning adapting new regulatory requirements diversity workplace fast paced industry cons fast paced regulatory environment competition crates opportunities,11 2019 – company representative pleased list diversity wu pro proud diverse company,5.0,,,,,,,,,Western Union,0.0,0.3818,0.0,0.7184
2189,Mon Oct 15 2018,Anonymous,"Denver, CO",Former Employee ,,7,,know depending department compliance gender yes cco aware,,2.0,3.0,1.0,3.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Western Union,0.0,0.4019,0.0,0.0
2190,Tue Aug 21 2018,Anonymous,,Former Employee ,,9,,let best people fix culture going downhill uproot discrimination setting 9 western union response september 28 2018 response september 28 2018 – company representative global company hold diversity core organization passionate creating let best people fix culture going downhill uproot discrimination setting 9 western union response september 28 2018,let best people fix culture going downhill uproot discrimination setting let best people fix culture going downhill uproot discrimination setting,2.0,1.0,1.0,3.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Western Union,0.0,0.9325,0.0,0.8555
2191,Mon Aug 20 2018, Manager,"Englewood, CO",Former Employee ,,6,,male dominated create work culture not promote female minority advancement engagement department not female leaders good old boys club environemnt toxic diversity not celebrated wu c suite leaders toute commitment diversity,,1.0,3.0,2.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Western Union,0.0,0.0289,0.0,0.0
2192,Fri Jul 20 2018, IT Manager,"Denver, CO",Former Employee ,,4,,others cfo good luck bringing numbers black hole 4 western union response november 8 2018 – company representative,others cfo good luck bringing numbers black hole,3.0,1.0,4.0,1.0,3.0,2.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Western Union,0.0,0.7096,0.0,0.7096
2193,Tue May 01 2018,Anonymous,"San Francisco, CA",Current Employee ,,11,,little planned release something come delay launch diversity lacking prepare feel place,,2.0,2.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Western Union,0.0,-0.3182,0.0,0.0
2194,Tue Feb 20 2018,Anonymous,"San Francisco, CA",Current Employee ,poor compensation diversity growth opportunities,11,,compensation improvements position not exist bonuses rarely paid diversity sf office product engineering specifically basically h1bs pretty,,1.0,4.0,2.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Western Union,0.2732,0.3769,0.0,0.0
2195,Sun Nov 22 2020, Manager,"Saint Louis, MO",Current Employee ,,0,culture growth always looking ways promote strong diversity initiatives not talking diversity actually something,,,5.0,5.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,Caleres,0.0,0.0,0.8176,0.0
2196,Fri Oct 30 2020,Anonymous,,Former Employee ,,2,,discrimination retaliation i’ve experienced working i’ve passed discrimination retaliation i’ve experienced working i’ve passed,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Caleres,0.0,0.0,0.0,0.0
2197,Fri Oct 23 2020, Manager,"Clayton, MO",Current Employee ,,1,,employees leaders not take anytime get know us it’s black white feel like dollar,employees leaders not take anytime get know us it’s black white feel like dollar,1.0,2.0,2.0,2.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Caleres,0.0,0.3612,0.0,0.3612
2198,Sun Aug 30 2020, Systems Engineer III,"Saint Louis, MO",Former Employee ,,1,,employees restructure hr authority remediate complaints manager discrimination employees 1 employees restructure hr authority remediate complaints manager discrimination employees 1,employees restructure hr authority remediate complaints manager discrimination employees employees restructure hr authority remediate complaints manager discrimination employees,2.0,1.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Caleres,0.0,-0.5859,0.0,-0.5859
2199,Thu Mar 05 2020,,, ,,7,,respect care look caleres like promote inclusion diversity upper management middle management majority white men women,,1.0,1.0,1.0,1.0,1.0,1.0,Neutral Outlook,,Disapproves of CEO,Caleres,0.0,0.886,0.0,0.0
2200,Fri Jan 18 2019,Anonymous,"Saint Louis, MO",Current Employee ,,10,,stay position 5 years minority diversity important not work i’ve heard organization hr takes action racial minorities call center make middle management position 5 years minority diversity important not work i’ve heard offensive comments,,2.0,4.0,3.0,1.0,3.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,Caleres,0.0,-0.1027,0.0,0.0
2201,Tue Jan 08 2019,Anonymous,"Columbia, MO",Former Employee ,,9,,ladder strive innovative place emphasis diversity hiring 9 caleres response january 25 2019 – chief human,ladder strive innovative place emphasis diversity hiring,1.0,4.0,1.0,1.0,4.0,4.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Caleres,0.0,0.4404,0.0,0.4404
2202,Sun Oct 07 2018, Design Manager,"Saint Louis, MO",Former Employee ,,9,,administer review 'no gets 5's' lack diversity hr upper management encourage employees get online write good,,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,,Approves of CEO,Caleres,0.0,0.5994,0.0,0.0
2203,Tue Mar 27 2018,Anonymous,"Saint Louis, MO",Former Employee ,,7,,deeply disappointed experience not align company’s belief diversity broad spectrum thought integral success,,1.0,3.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Caleres,0.0,0.079,0.0,0.0
2204,Thu Feb 23 2017, Vice President,"Clayton, MO",Former Employee ,,8,,eliminating positions long time employees suggested even gender bias women vs male vets laid hr fosters,overhaul hr hold leadership accountable check promotions eliminations gender bias,3.0,4.0,2.0,3.0,4.0,2.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Caleres,0.0,-0.1027,0.0,-0.1027
2205,Wed Feb 03 2021,Anonymous,,Former Employee ,,1,,later know men promoted org minimal diversity overall advice management live words talk women promoted far women shared experiences harassment male colleagues later know men promoted,,2.0,3.0,2.0,2.0,1.0,2.0,Doesn't Recommend,,No opinion of CEO,Red Hat,0.0,0.743,0.0,0.0
2206,Mon Jul 13 2020, Software Engineer,"Westford, MA",Current Employee ,good place work needs diversity training,9,,not diverse don't realize religious minorities exist alienating face usual women's problems ones advice management departments lovely need hire black folks people color women need leadership roles clear pathway advancement existing employees also need diversity sexual harassment training company sea clear pathway advancement existing employees also need diversity sexual harassment training company sea white men,departments lovely need hire black folks people color women need leadership roles clear pathway advancement existing employees also need diversity sexual harassment training company sea clear pathway advancement existing employees also need diversity sexual harassment training company sea white men,4.0,4.0,3.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.4404,-0.1779,0.0,0.25
2207,Sun Jan 05 2020, Software Engineer,"Boston, MA",Current Employee ,,1,,parental leave policy competitive companies keep promoting discussing diversity levels keep good work maintaining red hat culture,parental leave policy competitive companies keep promoting discussing diversity levels keep good work maintaining red hat culture,4.0,4.0,5.0,5.0,2.0,5.0,Recommends,Positive Outlook,Approves of CEO,Red Hat,0.0,0.7096,0.0,0.7096
2208,Sat Jan 04 2020,Anonymous,"Raleigh, NC",Current Employee ,,33,,terrible pay toxic culture rampant sexism rampant racism rampant ageism unrepentant favoritism often crossing nepotistic territory associate managers lack experience humanity managers clueless proud love rubber stamp anything fellow manager says communication failures levels management consistent meetings discussing anything company feel schizophrenic sexual harassment male female managers prevalent intentionally unaddressed alarming terminally un inclusive woman person color get ready marginalized overlooked high levels attrition zero time provided training professional development hr side management 100 time tell employees point blank managers word matters unless happen two three teams managers walk chew gum simultaneously not expect meaningful performance reviews management openly mocks employees think listening employees harshly critiqued point problems issues not also supply immediate fix management management habitually lies concerns everyone’s work life balance managers associate managers meetings moment walk door end day preventing management actually occurring it’s job managers job colleagues jobs good measure” sort place work untruthful management inconsistent management costly misguided pet projects waste employees time ultimately produce viable product norm important last week like not important next week employees punished not anticipating changes budget freezes undisclosed overruns affect employees salaries repeatedly salary actions abysmal almost humorously frequent management advances mean employees get revolving door inexperienced unqualified associate managers career merit not appreciated recommend red hat kool aid must consumed repercussions hyper cliquey people inconvenient health conditions fired performance actually irrelevant employee perceived paramount employees knowledge good absolutely abused managers career advancement time locked taking ability equation hard work dedication ignored advice management trustworthy managers still employed red hat advice management seems like somewhat waste time good managers completely outnumbered petty self interested small minded supporters red hat status quo worship long dead specialness” supplanted anything meaningful also red hat serious inclusiveness perhaps statements like white lesbian perfect diversity hire” never heard 33 serious inclusiveness perhaps statements like white lesbian perfect diversity hire” never heard 33 consistent meetings discussing anything company feel schizophrenic sexual harassment male female managers prevalent intentionally unaddressed,also red hat serious inclusiveness perhaps statements like white lesbian perfect diversity hire” never heard serious inclusiveness perhaps statements like white lesbian perfect diversity hire” never heard,1.0,1.0,1.0,1.0,1.0,1.0,Negative Outlook,,Disapproves of CEO,Red Hat,0.0,-0.8166,0.0,0.9066
